park_name,author_name,rating,text,time
Edgely Ultimate Fields,jason morgan,5,I'm not a frisbee player but came out to support a friend and couldn't have met nicer people. At the same time a cricket game was being played and the players dressed in all white and and a group of amazing people guarantees I'll visit again.,2019-08-03 23:35:17
Edgely Ultimate Fields,Cheryl Williams,5,We go there almost every morning it's a peaceful place for pets to run and for me to see wildlife. However they are trying to take this away from us and build a football field. What could be worse than that?,2021-06-27 16:51:11
French Field House,Benson Ademoye,5,Nice track house to be.,2024-01-20 18:20:00
French Field House,Lino Gomez,5,It was very nice wonderful I went with my daughter this is her first buckeye game she was so excited that I could have been no more power to be a buckeye and show her the French Field house so awesome!!! Go bucks!!.,2022-10-07 15:57:21
French Field House,Len Whitling,5,"Very nice indoor track for large meets. I recommend bringing a seat cushion if you will be in the stands for very long. There is lots of parking in both front and rear lots, as well as traffic lights for getting in and out.",2019-02-11 21:30:22
French Field House,Sheila Gross,4,"I was here to judge State Science Fair entries. It has good size for these activities. However the building is dated. No temperature control, so can be very warm on warm days.",2018-05-15 16:33:51
French Field House,George Strobel,5,Excellent indoor venue!,2019-02-20 15:52:08
Chamounix Field,Mike Harris,5,One of my favorite places in philly,2023-02-24 01:30:13
Chamounix Field,lynne clemons,5,Area to meet runners.,2023-10-20 22:28:42
Chamounix Field,Charles Coulbourn,5,My grandson plays soccer there for Boys Latin. It's an adequate field,2019-12-31 03:38:57
Chamounix Field,SBgoeagles!,5,"Great place to work out, do soccer, football, tennis, or just walk the dog!😉",2019-08-23 11:32:53
Chamounix Field,Terry zito,3,Serious trash prob beyond treeline. Broken glass on n around trails so beware,2021-01-16 11:46:12
Chamounix Field,Mike Harris,5,One of my favorite places in philly,2023-02-24 01:30:13
Chamounix Field,lynne clemons,5,Area to meet runners.,2023-10-20 22:28:42
Chamounix Field,Charles Coulbourn,5,My grandson plays soccer there for Boys Latin. It's an adequate field,2019-12-31 03:38:57
Chamounix Field,SBgoeagles!,5,"Great place to work out, do soccer, football, tennis, or just walk the dog!😉",2019-08-23 11:32:53
Chamounix Field,Terry zito,3,Serious trash prob beyond treeline. Broken glass on n around trails so beware,2021-01-16 11:46:12
John Boyce Memorial field,Dennis Dawton,2,An ok field with a porta potty,2018-04-30 06:34:17
John Boyce Memorial field,FoxbodyVince,3,,2018-09-19 12:41:10
Pennypack on the Delaware,tiny 3y3s,5,"I have come here for jogging, fishing, walks, and photography. Depending on when you come and what time you come you can talk with people who photograph wild life or  fishermen. I do know their has been a bunch of people that know that their is a pair of bald eagle in this park and in early spring you could see their nest with one of the eagle protecting the nest while the other went and hunt. This place is small enough to enjoy a small hike and the park staff do a great job getting majority of the trash for private or public events.",2022-08-09 18:24:44
Pennypack on the Delaware,Smiley,5,"I love going down here! It’s nice to just take a long walk enjoy the scenery, I love when they have activities and events , I been going it for years and now I take my family ! I just love it there ! It’s very peaceful and relaxing , jus alit if traffic at times ! But you must check it out ! We went magnet 🧲 fishing with the kids and had sooo much fun ! The kids love it I love it !! 😍 check it out !!!",2024-01-18 14:09:37
Pennypack on the Delaware,Barb Hauck-Mah (barbhmphilly),4,"The park offers sweeping views of the Delaware River, has free onsite parking, and is dog friendly. When we visited on a weekend, the picnic shelter was filled with a family party. We saw pick-up soccer games and fishermen. If you like to walk park trails, it is a good-sized park to visit.",2021-05-30 00:12:50
Pennypack on the Delaware,"Karen Adams, Realtor",5,Beautiful place to enjoy the quiet. Just sit on a bench and listen to the water while watching the boats. Lace up your sneaks for a walk or run. Plenty of parking!  Clean and well kept. Easy to get to.,2021-03-02 13:18:00
Pennypack on the Delaware,Absinthe Head,5,A nice little park with beautiful views of the Delaware River. River bank benches allow you to sit and veg out to the river breeze. Sunsets here are so picturesque!,2020-07-31 20:13:42
June 5th Memorial Park,Bret Lafty (BretL835),4,Very well kept and clean . Philadelphia takes pride in how the world see's them.,2020-01-30 03:43:33
June 5th Memorial Park,NJ Riff-Guitarist,5,Great memorial to a more recent tragedy in Philadelphia.,2020-03-04 18:18:55
Manayunk Canal,Elquis E,4,"For starters the Flat Rock RD address via GPS lead to a ""No outlet"" street. Therefore, could not access the Canal. Solution once on Leverington RD make a left. There are several access points on Main Street.
Trails are paved, unpaved and boardwalk, all along the canal. Beware, some do not have fenced barrier.
Interest,  quite a few murals with mosaic detail and bridges crossing over the canal.
The water not inviting. But the geese were having fun, also  nice to find a heron.
Worth Exploring!",2023-01-01 19:10:14
Manayunk Canal,tori okorodudu,5,"I love walking this path with my friends! The pictures I've taken are further down the path, but depending on which direction you take you will either reach abandoned train tracks that lead over the Schuylkill River (a very nice view! I've put the pictures here although they were taken in Fall) or another path that is surrounded by greenery that eventually leads to a dam that overlooks the river (I've also put those pictures here)

There are many shops near this path on Main Street, but I wouldn't take too much food on the path with you unless you have a bag to carry it in because once you go deeper down the path there are not many trash cans.

I don't often cross the train tracks, there is an old dilapidated sign there that says ""No Trespassing"" so if you're concerned about that type of thing you can go on the tracks, take a picture and then leave. If you have more of a sense of adventure you can go down the tracks and find a route that leads to another path on the other side of the river. I wouldn't recommend taking small children here

The dam is harder to get to. When you get on the canal and face the water, you're going to want to turn right and continue walking down that path until you hear running water (or see it through the trees). From there you can cut through the woods and get to the dam. If you're walking the right way, you will eventually get to a bridge, don't cross it. Stay on the right side of the water and go under the bridge.

Overall a nice walk, especially since it's getting warmer now. You can also bring some bread because there are geese and ducks in the water. Sometimes they're with their babies, its so cute!",2021-05-18 15:51:21
Manayunk Canal,William Keenan,2,"The canal in on the backside of buildings on the main drag. Not very scenic unless you like looking at peoples yards. Flat, so an easy walk. Parking was hard to find. Lots of restaurants on the main street.$",2024-02-28 13:15:50
Manayunk Canal,Mark Miller,4,"Great connector between other gravely trails like forbidden drive, the boxers trail, and belmont plateau. Cyclists: it's narrow in spots, has some blind dogleg, and the wooden bridges can get slippery. Note that connecting with the upper forbidden drive requires going up one of several long moderate road climbs. All are well paved except for lower Port Royal.",2023-12-09 22:03:33
Manayunk Canal,Barb Hauck-Mah (barbhmphilly),5,"The townpath trail from downtown up to the Flat Rock Dam is a scenic flat paved walk that offers nature, wildlife, art and a steady flow of bikers, walkers and runners. It's less than 2 miles each way and there were cool hidden gems, like the abandoned Sluice House and grassy islands where we spotted deer and later turtles.",2019-10-11 00:02:28
Holme Crispin Park,Aaron Brauer,5,"Coming here from Bridesburg in hope of organization. So far they are starting softball practices immediately after sign ups so thats a plus. The fields are nice and well kept, the coaches undergo extensive backgrounds checks to include fingerprinting, even the assistant coaches. I am looking forward to see how the season goes and will update this when it is over.",2023-03-12 23:18:00
Holme Crispin Park,M C,5,I always go here to ground myself and walk my dog (who I clean up after because I'm not a jerk). I just saw people not cleaning up after their dogs a couple times lately and it's real messed up because when the people come to mow the field they shouldn't have to deal with random pooh getting flung all over and on their machines. I didn't physically see anyone leave the pooh I just saw a couple piles of poohs left there. I would have offered a bag to the person if I saw them physically leave it. Be mindful my fellow humans ♡,2022-08-18 18:44:17
